,Adverse Event,GroupBy,Count
43702,Suspected product contamination,ZYDUS PHARM,0
43703,Suspected product contamination,PRINSTON PHARMACEUTICAL,0
43704,Suspected product contamination,CIPLA,0
43705,Suspected product contamination,TEVA,0
43706,Suspected product contamination,LEUCADIA PHARMACEUTICALS,0
43707,Suspected product contamination,BIONPHARMA,0
43708,Suspected product contamination,VALU MERCHANDISERS COMPANY,0
43709,Suspected product contamination,FAMILY DOLLAR,0
43710,Wrong patient,RANBAXY,1
43711,Wrong patient,NOVARTIS,1
43712,Wrong patient,JOHNSON AND JOHNSON,0
43713,Wrong patient,AUROBINDO,0
43714,Wrong patient,APOTEX,0
43715,Wrong patient,VIIV,0
43716,Wrong patient,GLAXOSMITHKLINE,0
43717,Wrong patient,MALLINCKRODT,0
43718,Wrong patient,MYLAN,0
43719,Wrong patient,PERRIGO,0
43720,Wrong patient,B BRAUN,0
43721,Wrong patient,FDA-CTU,0
43722,Wrong patient,FRESENIUS KABI,0
43723,Wrong patient,BAXTER,0
43724,Wrong patient,GRANULES INDIA,0
43725,Wrong patient,ASPIRO PHARMA,0
43726,Wrong patient,LEO PHARM,0
43727,Wrong patient,EMCURE,0
43728,Wrong patient,DEXCEL,0
43729,Wrong patient,TARO,0
43730,Wrong patient,MARKSANS,0
43731,Wrong patient,RISING PHARMACEUTICALS,0
43732,Wrong patient,ZYDUS PHARM,0
43733,Wrong patient,PRINSTON PHARMACEUTICAL,0
43734,Wrong patient,CIPLA,0
43735,Wrong patient,TEVA,0
43736,Wrong patient,LEUCADIA PHARMACEUTICALS,0
43737,Wrong patient,BIONPHARMA,0
43738,Wrong patient,VALU MERCHANDISERS COMPANY,0
43739,Wrong patient,FAMILY DOLLAR,0
43740,Feeling drunk,RANBAXY,0
43741,Feeling drunk,NOVARTIS,0
43742,Feeling drunk,JOHNSON AND JOHNSON,0
43743,Feeling drunk,AUROBINDO,1
43744,Feeling drunk,APOTEX,0
43745,Feeling drunk,VIIV,0
43746,Feeling drunk,GLAXOSMITHKLINE,0
43747,Feeling drunk,MALLINCKRODT,0
43748,Feeling drunk,MYLAN,0
43749,Feeling drunk,PERRIGO,0
43750,Feeling drunk,B BRAUN,0
43751,Feeling drunk,FDA-CTU,0
43752,Feeling drunk,FRESENIUS KABI,0
43753,Feeling drunk,BAXTER,0
43754,Feeling drunk,GRANULES INDIA,0
43755,Feeling drunk,ASPIRO PHARMA,0
43756,Feeling drunk,LEO PHARM,0
43757,Feeling drunk,EMCURE,0
43758,Feeling drunk,DEXCEL,0
43759,Feeling drunk,TARO,0
43760,Feeling drunk,MARKSANS,0
43761,Feeling drunk,RISING PHARMACEUTICALS,0
43762,Feeling drunk,ZYDUS PHARM,0
43763,Feeling drunk,PRINSTON PHARMACEUTICAL,0
43764,Feeling drunk,CIPLA,0
43765,Feeling drunk,TEVA,0
43766,Feeling drunk,LEUCADIA PHARMACEUTICALS,0
43767,Feeling drunk,BIONPHARMA,0
43768,Feeling drunk,VALU MERCHANDISERS COMPANY,0
43769,Feeling drunk,FAMILY DOLLAR,0
43770,Deafness,RANBAXY,0
43771,Deafness,NOVARTIS,0
43772,Deafness,JOHNSON AND JOHNSON,2
43773,Deafness,AUROBINDO,0
43774,Deafness,APOTEX,0
43775,Deafness,VIIV,0
43776,Deafness,GLAXOSMITHKLINE,0
43777,Deafness,MALLINCKRODT,0
43778,Deafness,MYLAN,0
43779,Deafness,PERRIGO,0
43780,Deafness,B BRAUN,0
43781,Deafness,FDA-CTU,0
43782,Deafness,FRESENIUS KABI,0
43783,Deafness,BAXTER,0
43784,Deafness,GRANULES INDIA,0
43785,Deafness,ASPIRO PHARMA,0
43786,Deafness,LEO PHARM,0
43787,Deafness,EMCURE,0
43788,Deafness,DEXCEL,0
43789,Deafness,TARO,0
43790,Deafness,MARKSANS,0
43791,Deafness,RISING PHARMACEUTICALS,0
43792,Deafness,ZYDUS PHARM,0
43793,Deafness,PRINSTON PHARMACEUTICAL,0
43794,Deafness,CIPLA,0
43795,Deafness,TEVA,0
43796,Deafness,LEUCADIA PHARMACEUTICALS,0
43797,Deafness,BIONPHARMA,0
43798,Deafness,VALU MERCHANDISERS COMPANY,0
43799,Deafness,FAMILY DOLLAR,0
43800,Laryngospasm,RANBAXY,0
43801,Laryngospasm,NOVARTIS,0
43802,Laryngospasm,JOHNSON AND JOHNSON,1
43803,Laryngospasm,AUROBINDO,1
43804,Laryngospasm,APOTEX,0
43805,Laryngospasm,VIIV,0
43806,Laryngospasm,GLAXOSMITHKLINE,1
43807,Laryngospasm,MALLINCKRODT,0
43808,Laryngospasm,MYLAN,1
43809,Laryngospasm,PERRIGO,1
43810,Laryngospasm,B BRAUN,0
43811,Laryngospasm,FDA-CTU,0
43812,Laryngospasm,FRESENIUS KABI,0
43813,Laryngospasm,BAXTER,0
43814,Laryngospasm,GRANULES INDIA,1
43815,Laryngospasm,ASPIRO PHARMA,1
43816,Laryngospasm,LEO PHARM,0
43817,Laryngospasm,EMCURE,0
43818,Laryngospasm,DEXCEL,0
43819,Laryngospasm,TARO,0
43820,Laryngospasm,MARKSANS,0
43821,Laryngospasm,RISING PHARMACEUTICALS,0
43822,Laryngospasm,ZYDUS PHARM,0
43823,Laryngospasm,PRINSTON PHARMACEUTICAL,1
43824,Laryngospasm,CIPLA,0
43825,Laryngospasm,TEVA,0
43826,Laryngospasm,LEUCADIA PHARMACEUTICALS,0
43827,Laryngospasm,BIONPHARMA,0
43828,Laryngospasm,VALU MERCHANDISERS COMPANY,0
43829,Laryngospasm,FAMILY DOLLAR,0
43830,Gastrointestinal pain,RANBAXY,0
43831,Gastrointestinal pain,NOVARTIS,0
43832,Gastrointestinal pain,JOHNSON AND JOHNSON,1
43833,Gastrointestinal pain,AUROBINDO,0
43834,Gastrointestinal pain,APOTEX,0
43835,Gastrointestinal pain,VIIV,0
43836,Gastrointestinal pain,GLAXOSMITHKLINE,0
43837,Gastrointestinal pain,MALLINCKRODT,0
43838,Gastrointestinal pain,MYLAN,0
43839,Gastrointestinal pain,PERRIGO,0
43840,Gastrointestinal pain,B BRAUN,0
43841,Gastrointestinal pain,FDA-CTU,0
43842,Gastrointestinal pain,FRESENIUS KABI,0
43843,Gastrointestinal pain,BAXTER,0
43844,Gastrointestinal pain,GRANULES INDIA,0
43845,Gastrointestinal pain,ASPIRO PHARMA,0
43846,Gastrointestinal pain,LEO PHARM,0
43847,Gastrointestinal pain,EMCURE,0
43848,Gastrointestinal pain,DEXCEL,0
43849,Gastrointestinal pain,TARO,0
43850,Gastrointestinal pain,MARKSANS,0
43851,Gastrointestinal pain,RISING PHARMACEUTICALS,0
43852,Gastrointestinal pain,ZYDUS PHARM,0
43853,Gastrointestinal pain,PRINSTON PHARMACEUTICAL,0
43854,Gastrointestinal pain,CIPLA,0
43855,Gastrointestinal pain,TEVA,0
43856,Gastrointestinal pain,LEUCADIA PHARMACEUTICALS,0
43857,Gastrointestinal pain,BIONPHARMA,0
43858,Gastrointestinal pain,VALU MERCHANDISERS COMPANY,0
43859,Gastrointestinal pain,FAMILY DOLLAR,0
43860,Ecchymosis,RANBAXY,0
43861,Ecchymosis,NOVARTIS,0
43862,Ecchymosis,JOHNSON AND JOHNSON,0
43863,Ecchymosis,AUROBINDO,0
43864,Ecchymosis,APOTEX,0
43865,Ecchymosis,VIIV,0
43866,Ecchymosis,GLAXOSMITHKLINE,0
43867,Ecchymosis,MALLINCKRODT,0
43868,Ecchymosis,MYLAN,0
43869,Ecchymosis,PERRIGO,0
43870,Ecchymosis,B BRAUN,0
43871,Ecchymosis,FDA-CTU,0
43872,Ecchymosis,FRESENIUS KABI,0
43873,Ecchymosis,BAXTER,1
43874,Ecchymosis,GRANULES INDIA,0
43875,Ecchymosis,ASPIRO PHARMA,0
43876,Ecchymosis,LEO PHARM,0
43877,Ecchymosis,EMCURE,0
43878,Ecchymosis,DEXCEL,0
43879,Ecchymosis,TARO,0
43880,Ecchymosis,MARKSANS,0
43881,Ecchymosis,RISING PHARMACEUTICALS,0
43882,Ecchymosis,ZYDUS PHARM,0
43883,Ecchymosis,PRINSTON PHARMACEUTICAL,0
43884,Ecchymosis,CIPLA,0
43885,Ecchymosis,TEVA,0
43886,Ecchymosis,LEUCADIA PHARMACEUTICALS,0
43887,Ecchymosis,BIONPHARMA,0
43888,Ecchymosis,VALU MERCHANDISERS COMPANY,0
43889,Ecchymosis,FAMILY DOLLAR,0
43890,Erythema annulare,RANBAXY,0
43891,Erythema annulare,NOVARTIS,0
43892,Erythema annulare,JOHNSON AND JOHNSON,0
43893,Erythema annulare,AUROBINDO,0
43894,Erythema annulare,APOTEX,0
43895,Erythema annulare,VIIV,0
43896,Erythema annulare,GLAXOSMITHKLINE,0
43897,Erythema annulare,MALLINCKRODT,0
43898,Erythema annulare,MYLAN,0
43899,Erythema annulare,PERRIGO,1
43900,Erythema annulare,B BRAUN,0
43901,Erythema annulare,FDA-CTU,0
43902,Erythema annulare,FRESENIUS KABI,0
43903,Erythema annulare,BAXTER,1
43904,Erythema annulare,GRANULES INDIA,0
43905,Erythema annulare,ASPIRO PHARMA,0
43906,Erythema annulare,LEO PHARM,0
43907,Erythema annulare,EMCURE,0
43908,Erythema annulare,DEXCEL,0
43909,Erythema annulare,TARO,0
43910,Erythema annulare,MARKSANS,0
43911,Erythema annulare,RISING PHARMACEUTICALS,0
43912,Erythema annulare,ZYDUS PHARM,0
43913,Erythema annulare,PRINSTON PHARMACEUTICAL,0
43914,Erythema annulare,CIPLA,0
43915,Erythema annulare,TEVA,0
43916,Erythema annulare,LEUCADIA PHARMACEUTICALS,0
43917,Erythema annulare,BIONPHARMA,0
43918,Erythema annulare,VALU MERCHANDISERS COMPANY,0
43919,Erythema annulare,FAMILY DOLLAR,0
43920,Mechanical urticaria,RANBAXY,0
43921,Mechanical urticaria,NOVARTIS,0
43922,Mechanical urticaria,JOHNSON AND JOHNSON,0
43923,Mechanical urticaria,AUROBINDO,0
43924,Mechanical urticaria,APOTEX,0
43925,Mechanical urticaria,VIIV,0
43926,Mechanical urticaria,GLAXOSMITHKLINE,0
43927,Mechanical urticaria,MALLINCKRODT,0
43928,Mechanical urticaria,MYLAN,0
43929,Mechanical urticaria,PERRIGO,0
43930,Mechanical urticaria,B BRAUN,0
43931,Mechanical urticaria,FDA-CTU,0
43932,Mechanical urticaria,FRESENIUS KABI,0
43933,Mechanical urticaria,BAXTER,1
43934,Mechanical urticaria,GRANULES INDIA,0
43935,Mechanical urticaria,ASPIRO PHARMA,0
43936,Mechanical urticaria,LEO PHARM,0
43937,Mechanical urticaria,EMCURE,0
43938,Mechanical urticaria,DEXCEL,0
43939,Mechanical urticaria,TARO,0
43940,Mechanical urticaria,MARKSANS,0
43941,Mechanical urticaria,RISING PHARMACEUTICALS,0
43942,Mechanical urticaria,ZYDUS PHARM,0
43943,Mechanical urticaria,PRINSTON PHARMACEUTICAL,0
43944,Mechanical urticaria,CIPLA,0
43945,Mechanical urticaria,TEVA,0
43946,Mechanical urticaria,LEUCADIA PHARMACEUTICALS,0
43947,Mechanical urticaria,BIONPHARMA,0
43948,Mechanical urticaria,VALU MERCHANDISERS COMPANY,0
43949,Mechanical urticaria,FAMILY DOLLAR,0
43950,Norovirus infection,RANBAXY,0
43951,Norovirus infection,NOVARTIS,0
43952,Norovirus infection,JOHNSON AND JOHNSON,0
43953,Norovirus infection,AUROBINDO,0
43954,Norovirus infection,APOTEX,0
43955,Norovirus infection,VIIV,0
43956,Norovirus infection,GLAXOSMITHKLINE,0
43957,Norovirus infection,MALLINCKRODT,0
43958,Norovirus infection,MYLAN,0
43959,Norovirus infection,PERRIGO,1
43960,Norovirus infection,B BRAUN,0
43961,Norovirus infection,FDA-CTU,0
43962,Norovirus infection,FRESENIUS KABI,0
43963,Norovirus infection,BAXTER,1
43964,Norovirus infection,GRANULES INDIA,0
43965,Norovirus infection,ASPIRO PHARMA,0
43966,Norovirus infection,LEO PHARM,0
43967,Norovirus infection,EMCURE,0
43968,Norovirus infection,DEXCEL,0
43969,Norovirus infection,TARO,0
43970,Norovirus infection,MARKSANS,0
43971,Norovirus infection,RISING PHARMACEUTICALS,0
43972,Norovirus infection,ZYDUS PHARM,0
43973,Norovirus infection,PRINSTON PHARMACEUTICAL,0
43974,Norovirus infection,CIPLA,0
43975,Norovirus infection,TEVA,0
43976,Norovirus infection,LEUCADIA PHARMACEUTICALS,0
43977,Norovirus infection,BIONPHARMA,0
43978,Norovirus infection,VALU MERCHANDISERS COMPANY,0
43979,Norovirus infection,FAMILY DOLLAR,0
43980,Kidney fibrosis,RANBAXY,0
43981,Kidney fibrosis,NOVARTIS,0
43982,Kidney fibrosis,JOHNSON AND JOHNSON,0
43983,Kidney fibrosis,AUROBINDO,1
43984,Kidney fibrosis,APOTEX,0
43985,Kidney fibrosis,VIIV,0
43986,Kidney fibrosis,GLAXOSMITHKLINE,0
43987,Kidney fibrosis,MALLINCKRODT,0
43988,Kidney fibrosis,MYLAN,0
43989,Kidney fibrosis,PERRIGO,0
43990,Kidney fibrosis,B BRAUN,0
43991,Kidney fibrosis,FDA-CTU,0
43992,Kidney fibrosis,FRESENIUS KABI,0
43993,Kidney fibrosis,BAXTER,0
43994,Kidney fibrosis,GRANULES INDIA,0
43995,Kidney fibrosis,ASPIRO PHARMA,0
43996,Kidney fibrosis,LEO PHARM,0
43997,Kidney fibrosis,EMCURE,0
43998,Kidney fibrosis,DEXCEL,0
43999,Kidney fibrosis,TARO,0
44000,Kidney fibrosis,MARKSANS,0
44001,Kidney fibrosis,RISING PHARMACEUTICALS,0
44002,Kidney fibrosis,ZYDUS PHARM,0
44003,Kidney fibrosis,PRINSTON PHARMACEUTICAL,0
44004,Kidney fibrosis,CIPLA,0
44005,Kidney fibrosis,TEVA,0
44006,Kidney fibrosis,LEUCADIA PHARMACEUTICALS,0
44007,Kidney fibrosis,BIONPHARMA,0
44008,Kidney fibrosis,VALU MERCHANDISERS COMPANY,0
44009,Kidney fibrosis,FAMILY DOLLAR,0
44010,Urine output decreased,RANBAXY,0
44011,Urine output decreased,NOVARTIS,0
44012,Urine output decreased,JOHNSON AND JOHNSON,0
44013,Urine output decreased,AUROBINDO,1
44014,Urine output decreased,APOTEX,0
44015,Urine output decreased,VIIV,0
44016,Urine output decreased,GLAXOSMITHKLINE,0
44017,Urine output decreased,MALLINCKRODT,0
44018,Urine output decreased,MYLAN,0
44019,Urine output decreased,PERRIGO,0
44020,Urine output decreased,B BRAUN,0
44021,Urine output decreased,FDA-CTU,0
44022,Urine output decreased,FRESENIUS KABI,0
44023,Urine output decreased,BAXTER,0
44024,Urine output decreased,GRANULES INDIA,0
44025,Urine output decreased,ASPIRO PHARMA,0
44026,Urine output decreased,LEO PHARM,0
44027,Urine output decreased,EMCURE,0
44028,Urine output decreased,DEXCEL,0
44029,Urine output decreased,TARO,0
44030,Urine output decreased,MARKSANS,0
44031,Urine output decreased,RISING PHARMACEUTICALS,0
44032,Urine output decreased,ZYDUS PHARM,0
44033,Urine output decreased,PRINSTON PHARMACEUTICAL,0
44034,Urine output decreased,CIPLA,0
44035,Urine output decreased,TEVA,0
44036,Urine output decreased,LEUCADIA PHARMACEUTICALS,0
44037,Urine output decreased,BIONPHARMA,0
44038,Urine output decreased,VALU MERCHANDISERS COMPANY,0
44039,Urine output decreased,FAMILY DOLLAR,0
44040,Bronchiectasis,RANBAXY,0
44041,Bronchiectasis,NOVARTIS,0
44042,Bronchiectasis,JOHNSON AND JOHNSON,0
44043,Bronchiectasis,AUROBINDO,0
44044,Bronchiectasis,APOTEX,1
44045,Bronchiectasis,VIIV,0
44046,Bronchiectasis,GLAXOSMITHKLINE,1
44047,Bronchiectasis,MALLINCKRODT,0
44048,Bronchiectasis,MYLAN,0
44049,Bronchiectasis,PERRIGO,0
44050,Bronchiectasis,B BRAUN,0
44051,Bronchiectasis,FDA-CTU,0
44052,Bronchiectasis,FRESENIUS KABI,0
44053,Bronchiectasis,BAXTER,0
44054,Bronchiectasis,GRANULES INDIA,0
44055,Bronchiectasis,ASPIRO PHARMA,0
44056,Bronchiectasis,LEO PHARM,0
44057,Bronchiectasis,EMCURE,0
44058,Bronchiectasis,DEXCEL,0
44059,Bronchiectasis,TARO,0
44060,Bronchiectasis,MARKSANS,0
44061,Bronchiectasis,RISING PHARMACEUTICALS,0
44062,Bronchiectasis,ZYDUS PHARM,0
44063,Bronchiectasis,PRINSTON PHARMACEUTICAL,0
44064,Bronchiectasis,CIPLA,0
44065,Bronchiectasis,TEVA,0
44066,Bronchiectasis,LEUCADIA PHARMACEUTICALS,0
44067,Bronchiectasis,BIONPHARMA,0
44068,Bronchiectasis,VALU MERCHANDISERS COMPANY,0
44069,Bronchiectasis,FAMILY DOLLAR,0
44070,Eye infection,RANBAXY,0
44071,Eye infection,NOVARTIS,0
44072,Eye infection,JOHNSON AND JOHNSON,0
44073,Eye infection,AUROBINDO,0
44074,Eye infection,APOTEX,1
44075,Eye infection,VIIV,0
44076,Eye infection,GLAXOSMITHKLINE,0
44077,Eye infection,MALLINCKRODT,0
44078,Eye infection,MYLAN,0
44079,Eye infection,PERRIGO,0
44080,Eye infection,B BRAUN,0
44081,Eye infection,FDA-CTU,0
44082,Eye infection,FRESENIUS KABI,0
44083,Eye infection,BAXTER,0
44084,Eye infection,GRANULES INDIA,0
44085,Eye infection,ASPIRO PHARMA,0
44086,Eye infection,LEO PHARM,0
44087,Eye infection,EMCURE,0
44088,Eye infection,DEXCEL,0
44089,Eye infection,TARO,0
44090,Eye infection,MARKSANS,0
44091,Eye infection,RISING PHARMACEUTICALS,0
44092,Eye infection,ZYDUS PHARM,0
44093,Eye infection,PRINSTON PHARMACEUTICAL,0
44094,Eye infection,CIPLA,0
44095,Eye infection,TEVA,0
44096,Eye infection,LEUCADIA PHARMACEUTICALS,0
44097,Eye infection,BIONPHARMA,0
44098,Eye infection,VALU MERCHANDISERS COMPANY,0
44099,Eye infection,FAMILY DOLLAR,0
44100,Hyperkeratosis,RANBAXY,0
44101,Hyperkeratosis,NOVARTIS,0
44102,Hyperkeratosis,JOHNSON AND JOHNSON,0
44103,Hyperkeratosis,AUROBINDO,0
44104,Hyperkeratosis,APOTEX,1
44105,Hyperkeratosis,VIIV,0
44106,Hyperkeratosis,GLAXOSMITHKLINE,0
44107,Hyperkeratosis,MALLINCKRODT,0
44108,Hyperkeratosis,MYLAN,0
44109,Hyperkeratosis,PERRIGO,0
44110,Hyperkeratosis,B BRAUN,0
44111,Hyperkeratosis,FDA-CTU,0
44112,Hyperkeratosis,FRESENIUS KABI,0
44113,Hyperkeratosis,BAXTER,0
44114,Hyperkeratosis,GRANULES INDIA,0
44115,Hyperkeratosis,ASPIRO PHARMA,0
44116,Hyperkeratosis,LEO PHARM,0
44117,Hyperkeratosis,EMCURE,0
44118,Hyperkeratosis,DEXCEL,0
44119,Hyperkeratosis,TARO,0
44120,Hyperkeratosis,MARKSANS,0
44121,Hyperkeratosis,RISING PHARMACEUTICALS,0
44122,Hyperkeratosis,ZYDUS PHARM,0
44123,Hyperkeratosis,PRINSTON PHARMACEUTICAL,0
44124,Hyperkeratosis,CIPLA,0
44125,Hyperkeratosis,TEVA,0
44126,Hyperkeratosis,LEUCADIA PHARMACEUTICALS,0
44127,Hyperkeratosis,BIONPHARMA,0
44128,Hyperkeratosis,VALU MERCHANDISERS COMPANY,0
44129,Hyperkeratosis,FAMILY DOLLAR,0
44130,Kyphosis,RANBAXY,0
44131,Kyphosis,NOVARTIS,0
44132,Kyphosis,JOHNSON AND JOHNSON,1
44133,Kyphosis,AUROBINDO,0
44134,Kyphosis,APOTEX,1
44135,Kyphosis,VIIV,0
44136,Kyphosis,GLAXOSMITHKLINE,0
44137,Kyphosis,MALLINCKRODT,0
44138,Kyphosis,MYLAN,0
44139,Kyphosis,PERRIGO,0
44140,Kyphosis,B BRAUN,0
44141,Kyphosis,FDA-CTU,0
44142,Kyphosis,FRESENIUS KABI,0
44143,Kyphosis,BAXTER,0
44144,Kyphosis,GRANULES INDIA,0
44145,Kyphosis,ASPIRO PHARMA,0
44146,Kyphosis,LEO PHARM,0
44147,Kyphosis,EMCURE,0
44148,Kyphosis,DEXCEL,0
44149,Kyphosis,TARO,0
44150,Kyphosis,MARKSANS,0
44151,Kyphosis,RISING PHARMACEUTICALS,0
44152,Kyphosis,ZYDUS PHARM,0
44153,Kyphosis,PRINSTON PHARMACEUTICAL,0
44154,Kyphosis,CIPLA,0
44155,Kyphosis,TEVA,0
44156,Kyphosis,LEUCADIA PHARMACEUTICALS,0
44157,Kyphosis,BIONPHARMA,0
44158,Kyphosis,VALU MERCHANDISERS COMPANY,0
44159,Kyphosis,FAMILY DOLLAR,0
44160,Lung hyperinflation,RANBAXY,0
44161,Lung hyperinflation,NOVARTIS,0
44162,Lung hyperinflation,JOHNSON AND JOHNSON,0
44163,Lung hyperinflation,AUROBINDO,0
44164,Lung hyperinflation,APOTEX,1
44165,Lung hyperinflation,VIIV,0
44166,Lung hyperinflation,GLAXOSMITHKLINE,0
44167,Lung hyperinflation,MALLINCKRODT,0
44168,Lung hyperinflation,MYLAN,0
44169,Lung hyperinflation,PERRIGO,0
44170,Lung hyperinflation,B BRAUN,0
44171,Lung hyperinflation,FDA-CTU,0
44172,Lung hyperinflation,FRESENIUS KABI,0
44173,Lung hyperinflation,BAXTER,0
44174,Lung hyperinflation,GRANULES INDIA,0
44175,Lung hyperinflation,ASPIRO PHARMA,0
44176,Lung hyperinflation,LEO PHARM,0
44177,Lung hyperinflation,EMCURE,0
44178,Lung hyperinflation,DEXCEL,0
44179,Lung hyperinflation,TARO,0
44180,Lung hyperinflation,MARKSANS,0
44181,Lung hyperinflation,RISING PHARMACEUTICALS,0
44182,Lung hyperinflation,ZYDUS PHARM,0
44183,Lung hyperinflation,PRINSTON PHARMACEUTICAL,0
44184,Lung hyperinflation,CIPLA,0
44185,Lung hyperinflation,TEVA,0
44186,Lung hyperinflation,LEUCADIA PHARMACEUTICALS,0
44187,Lung hyperinflation,BIONPHARMA,0
44188,Lung hyperinflation,VALU MERCHANDISERS COMPANY,0
44189,Lung hyperinflation,FAMILY DOLLAR,0
44190,Nodule,RANBAXY,0
44191,Nodule,NOVARTIS,0
44192,Nodule,JOHNSON AND JOHNSON,0
44193,Nodule,AUROBINDO,0
44194,Nodule,APOTEX,1
44195,Nodule,VIIV,0
44196,Nodule,GLAXOSMITHKLINE,0
44197,Nodule,MALLINCKRODT,0
44198,Nodule,MYLAN,0
44199,Nodule,PERRIGO,0
44200,Nodule,B BRAUN,0
44201,Nodule,FDA-CTU,0
44202,Nodule,FRESENIUS KABI,0
44203,Nodule,BAXTER,0
44204,Nodule,GRANULES INDIA,0
44205,Nodule,ASPIRO PHARMA,0
44206,Nodule,LEO PHARM,0
44207,Nodule,EMCURE,0
44208,Nodule,DEXCEL,0
44209,Nodule,TARO,0
44210,Nodule,MARKSANS,0
44211,Nodule,RISING PHARMACEUTICALS,0
44212,Nodule,ZYDUS PHARM,0
44213,Nodule,PRINSTON PHARMACEUTICAL,0
44214,Nodule,CIPLA,0
44215,Nodule,TEVA,0
44216,Nodule,LEUCADIA PHARMACEUTICALS,0
44217,Nodule,BIONPHARMA,0
44218,Nodule,VALU MERCHANDISERS COMPANY,0
44219,Nodule,FAMILY DOLLAR,0
44220,Tachyarrhythmia,RANBAXY,0
44221,Tachyarrhythmia,NOVARTIS,1
44222,Tachyarrhythmia,JOHNSON AND JOHNSON,0
44223,Tachyarrhythmia,AUROBINDO,0
44224,Tachyarrhythmia,APOTEX,1
44225,Tachyarrhythmia,VIIV,0
44226,Tachyarrhythmia,GLAXOSMITHKLINE,0
44227,Tachyarrhythmia,MALLINCKRODT,0
44228,Tachyarrhythmia,MYLAN,1
44229,Tachyarrhythmia,PERRIGO,0
44230,Tachyarrhythmia,B BRAUN,0
44231,Tachyarrhythmia,FDA-CTU,0
44232,Tachyarrhythmia,FRESENIUS KABI,0
44233,Tachyarrhythmia,BAXTER,0
44234,Tachyarrhythmia,GRANULES INDIA,0
44235,Tachyarrhythmia,ASPIRO PHARMA,0
44236,Tachyarrhythmia,LEO PHARM,0
44237,Tachyarrhythmia,EMCURE,0
44238,Tachyarrhythmia,DEXCEL,0
44239,Tachyarrhythmia,TARO,0
44240,Tachyarrhythmia,MARKSANS,0
44241,Tachyarrhythmia,RISING PHARMACEUTICALS,0
44242,Tachyarrhythmia,ZYDUS PHARM,0
44243,Tachyarrhythmia,PRINSTON PHARMACEUTICAL,0
44244,Tachyarrhythmia,CIPLA,0
44245,Tachyarrhythmia,TEVA,0
44246,Tachyarrhythmia,LEUCADIA PHARMACEUTICALS,0
44247,Tachyarrhythmia,BIONPHARMA,0
44248,Tachyarrhythmia,VALU MERCHANDISERS COMPANY,0
44249,Tachyarrhythmia,FAMILY DOLLAR,0
44250,Tenosynovitis,RANBAXY,0
44251,Tenosynovitis,NOVARTIS,0
44252,Tenosynovitis,JOHNSON AND JOHNSON,0
44253,Tenosynovitis,AUROBINDO,0
44254,Tenosynovitis,APOTEX,1
44255,Tenosynovitis,VIIV,0
44256,Tenosynovitis,GLAXOSMITHKLINE,0
44257,Tenosynovitis,MALLINCKRODT,0
44258,Tenosynovitis,MYLAN,0
44259,Tenosynovitis,PERRIGO,0
44260,Tenosynovitis,B BRAUN,0
44261,Tenosynovitis,FDA-CTU,0
44262,Tenosynovitis,FRESENIUS KABI,0
44263,Tenosynovitis,BAXTER,0
44264,Tenosynovitis,GRANULES INDIA,0
44265,Tenosynovitis,ASPIRO PHARMA,0
44266,Tenosynovitis,LEO PHARM,0
44267,Tenosynovitis,EMCURE,0
44268,Tenosynovitis,DEXCEL,0
44269,Tenosynovitis,TARO,0
44270,Tenosynovitis,MARKSANS,0
44271,Tenosynovitis,RISING PHARMACEUTICALS,0
44272,Tenosynovitis,ZYDUS PHARM,0
44273,Tenosynovitis,PRINSTON PHARMACEUTICAL,0
44274,Tenosynovitis,CIPLA,0
44275,Tenosynovitis,TEVA,0
44276,Tenosynovitis,LEUCADIA PHARMACEUTICALS,0
44277,Tenosynovitis,BIONPHARMA,0
44278,Tenosynovitis,VALU MERCHANDISERS COMPANY,0
44279,Tenosynovitis,FAMILY DOLLAR,0
44280,Ulcer,RANBAXY,0
44281,Ulcer,NOVARTIS,0
44282,Ulcer,JOHNSON AND JOHNSON,0
44283,Ulcer,AUROBINDO,0
44284,Ulcer,APOTEX,1
44285,Ulcer,VIIV,0
44286,Ulcer,GLAXOSMITHKLINE,0
44287,Ulcer,MALLINCKRODT,0
44288,Ulcer,MYLAN,0
44289,Ulcer,PERRIGO,0
44290,Ulcer,B BRAUN,0
44291,Ulcer,FDA-CTU,0
44292,Ulcer,FRESENIUS KABI,0
44293,Ulcer,BAXTER,0
44294,Ulcer,GRANULES INDIA,0
44295,Ulcer,ASPIRO PHARMA,0
44296,Ulcer,LEO PHARM,0
44297,Ulcer,EMCURE,0
44298,Ulcer,DEXCEL,0
44299,Ulcer,TARO,0
44300,Ulcer,MARKSANS,0
44301,Ulcer,RISING PHARMACEUTICALS,0
44302,Ulcer,ZYDUS PHARM,0
44303,Ulcer,PRINSTON PHARMACEUTICAL,0
44304,Ulcer,CIPLA,0
44305,Ulcer,TEVA,0
44306,Ulcer,LEUCADIA PHARMACEUTICALS,0
44307,Ulcer,BIONPHARMA,0
44308,Ulcer,VALU MERCHANDISERS COMPANY,0
44309,Ulcer,FAMILY DOLLAR,0
44310,Nerve compression,RANBAXY,0
44311,Nerve compression,NOVARTIS,0
44312,Nerve compression,JOHNSON AND JOHNSON,1
44313,Nerve compression,AUROBINDO,1
44314,Nerve compression,APOTEX,0
44315,Nerve compression,VIIV,0
44316,Nerve compression,GLAXOSMITHKLINE,0
